genres,imdb_title,movie_title
Action|Crime|Drama|Thriller,tt1742334,Sabotage
Action|Mystery|Thriller,tt0304711,The Order
Action|Crime|Drama|Thriller,tt0450314,Punisher: War Zone
Action|Adventure|Family|Sci-Fi,tt0383060,Zoom
Adventure|Biography|Drama|Thriller,tt3488710,The Walk
Action|Adventure|Fantasy,tt0120479,Warriors of Virtue
Comedy|Drama|Romance,tt0401445,A Good Year
Crime|Drama|Mystery|Thriller,tt1474684,Luther
Drama,tt0105211,Radio Flyer
Crime|Drama,tt0106469,"Blood In, Blood Out"
Action|Drama|Sci-Fi|Thriller,tt0120152,Smilla's Sense of Snow
Crime|Drama|Mystery|Thriller,tt0280665,Femme Fatale
Adventure|Drama|Romance|War,tt0113362,The Horseman on the Roof
Drama|Romance|War|Western,tt0134154,Ride with the Devil
Drama,tt1164999,Biutiful
Action|Adventure|Romance|Sci-Fi,tt1321869,The Lovers
Action|Comedy|Crime|Western,tt0416496,Bandidas
Action|Mystery|Sci-Fi|Thriller,tt1790864,The Maze Runner
Comedy,tt2358925,Unfinished Business
Drama|Romance,tt0106226,The Age of Innocence
Drama|Sci-Fi,tt0414993,The Fountain
Action|Adventure|Comedy|Drama|Thriller,tt0163579,Chill Factor
Action|Crime|Drama|Thriller,tt1656186,Stolen
Adventure|Animation|Family|Fantasy,tt0876563,Ponyo
Drama|Romance,tt2726560,The Longest Ride
Drama|Sci-Fi|Thriller,tt0138304,The Astronaut's Wife
Adventure|Drama|Romance,tt0167203,I Dreamed of Africa
Comedy|Romance|Sport,tt1540128,Playing for Keeps
Biography|Drama|History,tt2304771,Mandela: Long Walk to Freedom
Biography|Drama|History|Romance,tt0082979,Reds
Drama|Thriller,tt0104257,A Few Good Men
Action|Comedy|Crime|Drama|Thriller,tt0242445,Exit Wounds
Action|Comedy|Crime,tt0208003,Big Momma's House
Adventure|Animation|Comedy|Family|Fantasy,tt3148834,Thunder and the House of Magic
Action|Adventure|Horror|Sci-Fi|Thriller,tt1093357,The Darkest Hour
Drama|Music|Romance,tt1800741,Step Up Revolution
Action|Adventure|Crime|Drama|Thriller,tt0417148,Snakes on a Plane
Crime|Horror|Mystery|Thriller,tt0204626,The Watcher
Action|Crime|Drama|Thriller,tt0330793,The Punisher
Drama|Romance|Sport,tt0380389,Goal! The Dream Begins
Action|Crime|Thriller,tt1656190,Safe
Comedy|Drama|Romance,tt0120797,Pushing Tin
Action|Adventure|Fantasy|Sci-Fi,tt0086190,Star Wars: Episode VI - Return of the Jedi
Action|Sci-Fi|Thriller,tt0483607,Doomsday
Drama|Romance,tt0976051,The Reader
Comedy,tt1655460,Wanderlust
Comedy|Family|Fantasy|Romance,tt0319343,Elf
Drama|Fantasy|Romance|Sci-Fi,tt0117333,Phenomenon
Adventure|Comedy|Family|Sport,tt0281373,Snow Dogs
Comedy|Drama|Fantasy,tt0096061,Scrooged
Comedy|Family|Sport,tt0457510,Nacho Libre
Comedy|Romance,tt1478338,Bridesmaids
Comedy|Fantasy,tt1245492,This Is the End
Horror,tt0145531,Stigmata
Biography|Drama,tt0203019,Men of Honor
Action|Crime|Thriller,tt1135084,Takers
Comedy,tt1931435,The Big Wedding
Action|Comedy|Crime,tt1464174,"Big Mommas: Like Father, Like Son"
Mystery|Sci-Fi|Thriller,tt0945513,Source Code
Adventure|Biography|Drama|Thriller,tt0106246,Alive
Mystery|Thriller,tt0481369,The Number 23
Action|Adventure|Drama|Family,tt1981107,The Young and Prodigious T.S. Spivet
Action|Comedy|War,tt0078723,1941
Drama|Family|Sport,tt0418647,Dreamer: Inspired by a True Story
Crime|Drama|Thriller,tt0399146,A History of Violence
Action|Crime|Thriller,tt0388482,Transporter 2
Comedy|Romance,tt0323033,Laws of Attraction
Drama|Thriller,tt0163988,Bringing Out the Dead
Action|Crime|Sci-Fi|Thriller,tt1053424,Repo Men
Action|Drama|Fantasy|Horror|Thriller,tt0372873,Dragon Wars: D-War
Comedy|Family|Fantasy,tt0115725,Bogus
Comedy,tt0790628,The Incredible Burt Wonderstone
Animation|Comedy|Family|Fantasy|Musical,tt0118829,Cats Don't Dance
Drama,tt0150216,Cradle Will Rock
Action|Adventure|Comedy|Fantasy|Romance,tt0306892,George and the Dragon
Drama|War,tt0078788,Apocalypse Now
Comedy|Romance,tt1322312,Going the Distance
Drama|Music,tt0113862,Mr. Holland's Opus
Action|Crime|Drama|Mystery|Sci-Fi|Thriller,tt3014866,Criminal
Biography|Drama|Romance,tt0089755,Out of Africa
Drama|Thriller,tt1907668,Flight
Action|Adventure|Sci-Fi|Thriller,tt0079574,Moonraker
Adventure|Comedy|Crime|Drama,tt2278388,The Grand Budapest Hotel
Drama|Mystery,tt0252501,Hearts in Atlantis
Comedy|Fantasy|Horror|Thriller,tt0099052,Arachnophobia
Crime|Drama|Mystery|Sci-Fi|Thriller,tt0186151,Frequency
Action|Comedy|Fantasy|Sci-Fi,tt1289401,Ghostbusters
Adventure|Comedy,tt1524930,Vacation
Comedy|Crime|Thriller,tt0113161,Get Shorty
Comedy|Drama,tt0142342,Big Daddy
Comedy,tt0252866,American Pie 2
Adventure|Animation|Comedy|Family|Fantasy,tt0114709,Toy Story
Action|Adventure|Crime|Thriller,tt0111257,Speed
Drama|Romance,tt1606389,The Vow
Drama,tt1244659,Extraordinary Measures
Biography|Drama|Sport,tt0210945,Remember the Titans
Action|Adventure|Thriller,tt0099810,The Hunt for Red October
Biography|Drama,tt1327773,Lee Daniels' The Butler
Comedy|Fantasy,tt0101272,The Addams Family
Adventure|Comedy,tt0112281,Ace Ventura: When Nature Calls
Comedy|Family|Romance,tt0247638,The Princess Diaries
Comedy,tt0116313,The First Wives Club
Crime|Drama|Mystery|Thriller,tt0114369,Se7en
Action|Sci-Fi|Thriller,tt1136608,District 9
Adventure|Animation|Comedy|Family|Fantasy,tt0345950,The SpongeBob SquarePants Movie
Crime|Drama|Mystery|Thriller,tt0327056,Mystic River
Drama|Sport,tt0405159,Million Dollar Baby
Comedy|Crime,tt0122933,Analyze This
Drama|Romance,tt0332280,The Notebook
Comedy|Romance,tt0988595,27 Dresses
Comedy|Drama|Family|Music|Romance,tt1114677,Hannah Montana: The Movie
Adventure|Animation|Comedy|Family|Romance,tt0213203,Rugrats in Paris: The Movie
Drama|Romance,tt0102713,The Prince of Tides
Drama|Romance|War|Western,tt0110322,Legends of the Fall
Drama|Romance,tt1193138,Up in the Air
Comedy|Drama,tt0257360,About Schmidt
Comedy|Horror|Romance,tt1588173,Warm Bodies
Action|Crime|Drama|Sci-Fi|Thriller,tt1276104,Looper
Comedy|Fantasy,tt0231775,Down to Earth
Comedy|Drama|Family,tt0112431,Babe
Comedy|Drama|Romance,tt1535438,Hope Springs
Comedy|Drama|Romance,tt0800039,Forgetting Sarah Marshall
Drama|Sport,tt0758745,Friday Night Lights
Action|Crime|Drama|Mystery|Thriller,tt0430105,Four Brothers
Comedy|Romance,tt0871426,Baby Mama
Drama|Romance,tt0119313,Hope Floats
Comedy|Romance,tt0901476,Bride Wars
Adventure|Comedy|Mystery,tt0364751,Without a Paddle
Comedy|Fantasy|Romance,tt0337563,13 Going on 30
Comedy|Fantasy|Romance,tt1605783,Midnight in Paris
Adventure|Animation|Comedy|Family,tt1821658,The Nut Job
Biography|Crime|Drama,tt0221027,Blow
Drama|Romance,tt0139462,Message in a Bottle
Action|Adventure|Sci-Fi|Thriller,tt0098382,Star Trek V: The Final Frontier
Comedy|Family|Fantasy|Sport,tt0308506,Like Mike
Comedy|Crime,tt0110622,Naked Gun 33 1/3: The Final Insult
Action|Adventure|Thriller,tt0090264,A View to a Kill
Animation|Comedy|Family|Mystery|Sci-Fi,tt0312004,The Curse of the Were-Rabbit
Drama|Romance,tt0431308,P.S. I Love You
Adventure|Comedy|Drama|Family|Sport,tt0376105,Racing Stripes
Drama|Mystery|Romance|War,tt0783233,Atonement
Comedy|Drama|Romance,tt0892318,Letters to Juliet
Action|Crime|Thriller,tt0096933,Black Rain
Comedy,tt0383010,The Three Stooges
Animation|Drama|Family|Fantasy|Musical|Romance,tt0121164,Corpse Bride
Biography|Drama|Sport,tt0385726,Glory Road
Action|Crime|Drama|Mystery|Thriller,tt3397884,Sicario
Drama|Sport,tt1798684,Southpaw
Horror|Thriller,tt1127180,Drag Me to Hell
Drama|Fantasy|Romance,tt1655441,The Age of Adaline
Comedy|Drama|Family,tt0327137,Secondhand Lions
Drama|Music|Romance,tt1193631,Step Up 3D
Drama|Romance|Sport,tt0300532,Blue Crush
Comedy|Drama|Fantasy|Romance,tt0420223,Stranger Than Fiction
Horror,tt0389722,30 Days of Night
Fantasy|Horror|Mystery|Thriller,tt1259521,The Cabin in the Woods
Comedy,tt1073498,Meet the Spartans
Action|Comedy|Crime|Thriller,tt0095631,Midnight Run
Action|Crime|Sci-Fi|Thriller,tt0093894,The Running Man
Comedy|Horror|Musical|Sci-Fi,tt0091419,Little Shop of Horrors
Action|Drama|Thriller,tt0993842,Hanna
Drama|Mystery,tt4428038,The Family
Action|Adventure|Fantasy|Sci-Fi|Thriller,tt0119707,Mortal Kombat: Annihilation
Comedy|Drama|Romance,tt1583420,Larry Crowne
Drama|Fantasy|Horror,tt1939659,Carrie
Drama|Music,tt0446046,Take the Lead
Comedy|Drama,tt0387199,Entourage
Crime|Drama|Sport,tt0421206,Gridiron Gang
Comedy|Crime,tt0161083,What's the Worst That Could Happen?
Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,tt0472033,9
Crime|Drama|Thriller,tt2053463,Side Effects
Comedy|Family|Romance,tt0337697,The Prince and Me
Adventure|Animation|Comedy|Family|Musical,tt1449283,Winnie the Pooh
Comedy,tt0329028,Dumb and Dumberer: When Harry Met Lloyd
Comedy|Drama|Romance,tt0118798,Bulworth
Biography|Drama|Music,tt2473602,Get on Up
Drama,tt0120776,One True Thing
Action|Crime|Sci-Fi|Thriller,tt0114857,Virtuosity
Comedy|Romance|Sci-Fi,tt0465624,My Super Ex-Girlfriend
Horror|Mystery|Thriller,tt2377322,Deliver Us from Evil
Adventure|Drama|Thriller,tt0881320,Sanctum
Comedy|Drama|Romance,tt0361841,Little Black Book
Comedy|Romance,tt1195478,The Five-Year Engagement
Comedy|Drama|Romance|Sport,tt0339412,Mr 3000
Crime|Drama|Romance|Thriller,tt1458175,The Next Three Days
Action|Horror|Sci-Fi|Thriller,tt0370032,Ultraviolet
Action|Crime|Drama|Thriller,tt0398712,Assault on Precinct 13
Action|Crime|Thriller,tt0120008,The Replacement Killers
Action|Adventure|Crime|Drama|Romance,tt0116320,Fled
Action|Comedy|Horror,tt0271367,Eight Legged Freaks
Comedy|Drama|Romance,tt0758752,Love & Other Drugs
Crime|Drama|Mystery|Thriller,tt0411061,88 Minutes
Drama,tt0395972,North Country
Comedy|Crime|Thriller,tt0327247,The Whole Ten Yards
Drama|Horror|Sci-Fi,tt1017460,Splice
Action|Adventure|Comedy|Romance|Sci-Fi,tt0091225,Howard the Duck
Crime|Drama|Thriller,tt0482572,Pride and Glory
Adventure|Horror|Thriller,tt0402901,The Cave
Comedy|Romance,tt0318283,Alex & Emma
Drama|Mystery|Romance|Thriller,tt0324554,Wicker Park
Comedy|Horror,tt1438176,Fright Night
Biography|Drama|History|Romance,tt0402399,The New World
Action|Adventure|Sci-Fi,tt0131646,Wing Commander
Drama|Fantasy|Thriller,tt0120710,In Dreams
Action|Adventure|Fantasy|Sci-Fi|Thriller,tt1098327,Dragonball: Evolution
Action|Crime|Thriller,tt1549920,The Last Stand
Drama|Horror|Sci-Fi|Thriller,tt0335121,Godsend
Comedy|Romance,tt0360139,Chasing Liberty
Animation|Comedy|Family,tt0844993,Hoodwinked Too! Hood vs. Evil
Drama,tt0350261,An Unfinished Life
Adventure|Fantasy|Mystery,tt1054606,The Imaginarium of Doctor Parnassus
Comedy|Drama,tt1423894,Barney's Version
Crime|Drama|Thriller,tt3561180,Trapped
Crime|Thriller,tt2364841,Runner Runner
Action|Crime|Drama|Thriller,tt0218817,Antitrust
Drama|History|War,tt0097441,Glory
Crime|Drama,tt0087843,Once Upon a Time in America
Action|Crime|Drama|Thriller,tt2101341,Dead Man Down
Drama|Romance,tt0379889,The Merchant of Venice
Action|Crime|Drama|Romance|Thriller,tt0281820,The Good Thief
Action|Drama|Romance|Sport,tt0403016,Supercross
Biography|Drama|Romance,tt0482546,Miss Potter
Action|Drama|Fantasy,tt0417976,The Promise
Action|Adventure,tt0398913,DOA: Dead or Alive
Biography|Crime|Drama|History|Western,tt0443680,The Assassination of Jesse James by the Coward Robert Ford
Action|Adventure|Drama|History|War,tt1772230,1911
Comedy|Family,tt1264904,Little Nicholas
Action|Crime|Drama|Thriller,tt2231253,Wild Card
Action|Biography|Crime|Drama,tt1586752,Machine Gun Preacher
Animation|Comedy|Family,tt1620449,Animals United
Biography|Drama|History,tt0438859,The Color of Freedom
Drama|History|Sport,tt2814362,United Passions
Biography|Drama|Romance,tt2095649,Grace of Monaco
Adventure|Animation|Fantasy,tt4075322,A Warrior's Tail
Crime|Drama|Mystery|Thriller,tt0265651,Ripley's Game
Adventure|Animation|Comedy|Fantasy,tt1700841,Sausage Party
Comedy|Music,tt2848292,Pitch Perfect 2
Biography|Drama|Music|Romance,tt0358273,Walk the Line
Adventure|Drama|Mystery|Sci-Fi|Thriller,tt3148266,12 Monkeys
Comedy|Drama|Romance,tt0171433,Keeping the Faith
Adventure|Comedy|Family|Fantasy,tt0118755,The Borrowers
Drama,tt0870111,Frost/Nixon
Biography|Comedy|Crime|Drama|Romance|Thriller,tt0270288,Confessions of a Dangerous Mind
Comedy|Romance,tt0261289,Serving Sara
Comedy,tt2702724,The Boss
Biography|Drama|History,tt0092804,Cry Freedom
Comedy|Fantasy|Horror|Thriller,tt0387575,Seed of Chucky
Drama|Mystery|Sci-Fi|Thriller,tt0366627,The Jacket
Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,tt0103639,Aladdin
Biography|Crime|Drama|History|Music,tt1398426,Straight Outta Compton
Action|Adventure,tt0087469,Indiana Jones and the Temple of Doom
Adventure|Animation|Comedy|Drama|Family|Musical,tt0134067,The Rugrats Movie
Crime|Drama|Thriller,tt0164334,Along Came a Spider
Biography|Comedy|Drama|Music|Romance,tt4136084,Florence Foster Jenkins
Action|Crime|Thriller,tt0285823,Once Upon a Time in Mexico
Action|Thriller,tt0095016,Die Hard
Comedy,tt0430922,Role Models
Biography|Comedy|Drama|History,tt1596363,The Big Short
Comedy|Drama|Music,tt1127896,Taking Woodstock
Biography|Drama|History|Sport,tt0349825,Miracle
Action|Horror|Thriller,tt0363547,Dawn of the Dead
Comedy|Romance,tt0209475,The Wedding Planner
Adventure|Animation|Sci-Fi,tt2668134,Harlock: Space Pirate
Comedy|Drama,tt0265666,The Royal Tenenbaums
Mystery|Thriller,tt0309698,Identity
Comedy|Romance,tt1204975,Last Vegas
Action|Adventure|Thriller,tt0082398,For Your Eyes Only
Comedy|Romance,tt0240890,Serendipity
Action|Crime|Sci-Fi|Thriller,tt0111438,Timecop
Comedy,tt0196229,Zoolander
Drama|Romance|Thriller,tt1702439,Safe Haven
Comedy|Family|Fantasy,tt0107120,Hocus Pocus
Comedy|Drama|Romance,tt0481141,No Reservations
Action|Comedy,tt1250777,Kick-Ass
Action|Comedy|Crime,tt1622547,30 Minutes or Less
Action|Fantasy|Horror|Thriller,tt0219653,Dracula 2000
Comedy|Family,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
Drama|Romance,tt0414387,Pride & Prejudice
Sci-Fi|Thriller,tt0083658,Blade Runner
Adventure|Biography,tt0114287,Rob Roy
Action|Drama|Thriller,tt2172934,3 Days to Kill
Crime|Drama|Thriller,tt0498399,We Own the Night
Drama|Horror|Thriller,tt0160484,Lost Souls
Documentary,tt0301727,Winged Migration
Comedy|Fantasy|Romance,tt0397078,Just My Luck
Comedy|Drama|Sport,tt0134618,"Mystery, Alaska"
Action|Comedy|Family,tt1273678,The Spy Next Door
Comedy|Family|Fantasy,tt0120133,A Simple Wish
Action|Horror|Sci-Fi,tt0228333,Ghosts of Mars
Comedy|Drama,tt1018765,Our Brand Is Crisis
Action|Horror|Romance,tt1374989,Pride and Prejudice and Zombies
Biography|Drama|History|War,tt0119485,Kundun
Comedy|Drama|Romance,tt0455538,How to Lose Friends & Alienate People
Action|Comedy|Crime,tt1650554,Kick-Ass 2
Adventure|Drama|History|Romance|Thriller|War,tt0395119,Captain Alatriste: The Spanish Musketeer
Action|Crime|Drama|Thriller,tt1430612,Brick Mansions
Action|Adventure|Thriller,tt0086034,Octopussy
Comedy|Romance,tt0478311,Knocked Up
Drama,tt1078588,My Sister's Keeper
Comedy|Drama|Romance,tt0494652,"Welcome Home, Roscoe Jenkins"
Adventure|Drama|History,tt0087892,A Passage to India
Crime|Drama|Romance|Thriller,tt0465551,Notes on a Scandal
Drama|Thriller,tt0804522,Rendition
Crime|Drama|Sci-Fi|Thriller,tt4422836,Limitless
Action|Adventure|Sci-Fi|Thriller,tt0102975,Star Trek VI: The Undiscovered Country
Drama,tt0279778,Divine Secrets of the Ya-Ya Sisterhood
Adventure|Drama|Family|Fantasy,tt3040964,The Jungle Book
Crime|Drama|Mystery|Thriller,tt0119468,Kiss the Girls
Action|Comedy|Crime|Music,tt0080455,The Blues Brothers
Comedy|Drama|Family|Romance,tt1018785,The Sisterhood of the Traveling Pants 2
Comedy|Music,tt1710396,Joyful Noise
Comedy|Drama|Romance,tt0276751,About a Boy
Action|Comedy|Horror,tt0139414,Lake Placid
Crime|Drama|Mystery|Thriller,tt0425210,Lucky Number Slevin
Adventure|Drama|History,tt0086197,The Right Stuff
Drama|History|Thriller,tt1521197,Anonymous
Adventure|Drama|Family|Fantasy,tt0088323,The NeverEnding Story
Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,tt0118929,Dark City
Biography|Drama|History|Romance,tt0864761,The Duchess
Adventure|Family|Fantasy|Horror|Mystery,tt0089908,Return to Oz
Action|Crime|Drama|History|Western,tt0120769,The Newton Boys
Horror|Mystery|Thriller,tt0795351,Case 39
Crime|Drama|Mystery|Thriller,tt0324127,Suspect Zero
Comedy|Drama|Family,tt0415965,Martian Child
Action|Adventure|Comedy|Family|Sci-Fi,tt1517489,Spy Kids: All the Time in the World in 4D
Crime|Drama|Thriller,tt2241351,Money Monster
Action|Comedy|Crime|Thriller,tt0227984,Formula 51
Comedy|Crime|Drama,tt0155711,Flawless
Crime|Horror|Mystery|Thriller,tt0297284,Mindhunters
Comedy|Drama,tt0486674,What Just Happened
Drama|Musical|Romance,tt0475331,The Magic Flute
Action|Comedy|Crime,tt1114740,Paul Blart: Mall Cop
Comedy|Family|Fantasy|Music|Romance,tt0322330,Freaky Friday
Comedy|Romance,tt0405422,The 40-Year-Old Virgin
Comedy|Drama|Romance,tt0138097,Shakespeare in Love
Crime|Drama|Mystery|Thriller,tt0365907,A Walk Among the Tombstones
Action|Comedy|Crime,tt0099938,Kindergarten Cop
Action|Comedy|Crime,tt0910936,Pineapple Express
Comedy|Drama|Romance,tt0120631,Ever After: A Cinderella Story
Drama|Romance|Western,tt0316356,Open Range
Drama|Horror|Sci-Fi|Thriller,tt0099582,Flatliners
Comedy,tt0472954,It's Always Sunny in Philadelphia
Mystery|Thriller,tt0421239,Red Eye
Horror|Thriller,tt0309593,Final Destination 2
Adventure|Comedy|Crime|Music,tt0190590,"O Brother, Where Art Thou?"
Action|Fantasy|Horror,tt1038686,Legion
Comedy|Crime|Drama,tt1980209,Pain & Gain
Comedy|Drama|Romance,tt0385267,In Good Company
Action|Adventure|Comedy|Sci-Fi|Thriller,tt0157472,Clockstoppers
Action|Crime|Drama|Western,tt0090022,Silverado
Drama|Thriller,tt0765010,Brothers
Action|Adventure|Comedy|Family|Romance|Sci-Fi,tt0358349,Agent Cody Banks 2: Destination London
Comedy|Romance,tt1598822,New Year's Eve
Drama|Mystery|Romance|Thriller,tt0218922,Original Sin
Crime|Mystery|Thriller,tt1486192,The Raven
Comedy|Romance,tt0361925,Welcome to Mooseport
Action|Fantasy|Romance|Sci-Fi,tt0110027,Highlander: The Final Dimension
Crime|Drama|Thriller,tt0115710,Blood and Wine
Fantasy|Horror,tt0119227,Snow White: A Tale of Terror
Comedy|Crime|Mystery|Romance,tt0256524,The Curse of the Jade Scorpion
Comedy|Romance,tt1137470,Accidental Love
Adventure|Family,tt0116322,Flipper
Action|Mystery|Sci-Fi|Thriller,tt2140379,Self/less
Drama|Mystery|Romance|Thriller,tt0387131,The Constant Gardener
Drama,tt0335345,The Passion of the Christ
Comedy|Drama|Family|Romance,tt0107614,Mrs. Doubtfire
Drama,tt0095953,Rain Man
Drama,tt1205489,Gran Torino
Biography|Drama|History,tt1175491,W.
Action|Thriller,tt0936501,Taken
Drama|Romance,tt1972779,The Best of Me
Action|Drama|Music|Romance,tt0103855,The Bodyguard
Drama,tt1454029,The Help
Biography|Drama|Thriller,tt1837703,The Fifth Estate
Adventure|Comedy|Family|Fantasy|Horror|Mystery,tt0331632,Scooby-Doo 2: Monsters Unleashed
Adventure|Fantasy|Mystery|Thriller,tt1224378,Viy
Action|Horror|Thriller,tt0329101,Freddy vs. Jason
Drama,tt2967008,The Face of an Angel
Action|Adventure|Animation|Comedy|Family|Sci-Fi,tt0268397,Jimmy Neutron: Boy Genius
Action|Adventure|Horror|Sci-Fi,tt1060277,Cloverfield
Action|Adventure|Comedy|Family|Sci-Fi,tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
Crime|Drama|Thriller,tt0094226,The Untouchables
Crime|Drama|Thriller,tt0477348,No Country for Old Men
Action|Comedy|Crime|Romance,tt1408253,Ride Along
Comedy|Drama|Romance,tt0243155,Bridget Jones's Diary
Drama|Romance,tt0241303,Chocolat
Comedy,tt0333780,"Legally Blonde 2: Red, White & Blonde"
Comedy|Family,tt1047540,Parental Guidance
Comedy|Romance,tt1411238,No Strings Attached
Action|Biography|Drama|History|Romance|Western,tt0108358,Tombstone
Action|Crime|Thriller,tt0165929,Romeo Must Die
Fantasy|Horror|Mystery,tt0075005,The Omen
Horror,tt0414982,Final Destination 3
Drama|Romance,tt1327194,The Lucky One
Adventure|Drama|Family|Fantasy,tt0398808,Bridge to Terabithia
Biography|Drama|Family,tt0308644,Finding Neverland
Comedy|Drama,tt2609758,A Madea Christmas
Action|Adventure|Drama|Thriller,tt1601913,The Grey
